full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push,commits_per_contributor,has_readme,age_years,activity,text
huggingface/lerobot,https://github.com/huggingface/lerobot,24491,4671,742,213,1473,9,1,10011,0,1,Python,854,0,6.9,1,2.3,active,"Repository in Python with very high popularity (24491 stars, 4671 forks). Maintained by a large community of 213 contributors, 1473 total commits (6.9 per contributor). 9 releases, 742 open issues. It has CI/CD workflows, has a README of 10011 characters, no topics, and is licensed. The project is 2.3 years old and currently active (last push 0 days ago)."
serengil/deepface,https://github.com/serengil/deepface,22841,3103,10,87,2123,20,1,25279,17,1,Python,2301,0,24.4,1,6.3,active,"Repository in Python with very high popularity (22841 stars, 3103 forks). Maintained by a large community of 87 contributors, 2123 total commits (24.4 per contributor). 20 releases, 10 open issues. It has CI/CD workflows, has a README of 25279 characters, 17 topics, and is licensed. The project is 6.3 years old and currently active (last push 0 days ago)."
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,32865,4147,161,451,13457,15,1,9376,0,1,Python,2049,0,29.8,1,5.6,active,"Repository in Python with very high popularity (32865 stars, 4147 forks). Maintained by a large community of 451 contributors, 13457 total commits (29.8 per contributor). 15 releases, 161 open issues. It has CI/CD workflows, has a README of 9376 characters, no topics, and is licensed. The project is 5.6 years old and currently active (last push 0 days ago)."
Dao-AILab/flash-attention,https://github.com/Dao-AILab/flash-attention,23980,2778,1189,180,1497,105,1,24455,0,1,Python,1470,0,8.3,1,4.0,active,"Repository in Python with very high popularity (23980 stars, 2778 forks). Maintained by a large community of 180 contributors, 1497 total commits (8.3 per contributor). 105 releases, 1189 open issues. It has CI/CD workflows, has a README of 24455 characters, no topics, and is licensed. The project is 4.0 years old and currently active (last push 0 days ago)."
mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,26779,2290,77,42,618,14,1,24484,20,1,Python,125,0,14.7,1,0.3,active,"Repository in Python with very high popularity (26779 stars, 2290 forks). Maintained by a team of 42 contributors, 618 total commits (14.7 per contributor). 14 releases, 77 open issues. It has CI/CD workflows, has a README of 24484 characters, 20 topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago)."
infiniflow/ragflow,https://github.com/infiniflow/ragflow,81518,9353,3168,463,6462,47,1,16756,10,1,Python,899,0,14.0,1,2.5,active,"Repository in Python with very high popularity (81518 stars, 9353 forks). Maintained by a large community of 463 contributors, 6462 total commits (14.0 per contributor). 47 releases, 3168 open issues. It has CI/CD workflows, has a README of 16756 characters, 10 topics, and is licensed. The project is 2.5 years old and currently active (last push 0 days ago)."
tensorflow/models,https://github.com/tensorflow/models,77662,45062,1289,359,9740,51,1,4923,0,1,Python,3766,0,27.1,1,10.3,active,"Repository in Python with very high popularity (77662 stars, 45062 forks). Maintained by a large community of 359 contributors, 9740 total commits (27.1 per contributor). 51 releases, 1289 open issues. It has CI/CD workflows, has a README of 4923 characters, no topics, and is licensed. The project is 10.3 years old and currently active (last push 0 days ago)."
python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,29186,6061,32,191,3172,132,1,14189,5,1,Python,3979,0,16.6,1,10.9,active,"Repository in Python with very high popularity (29186 stars, 6061 forks). Maintained by a large community of 191 contributors, 3172 total commits (16.6 per contributor). 132 releases, 32 open issues. It has CI/CD workflows, has a README of 14189 characters, 5 topics, and is licensed. The project is 10.9 years old and currently active (last push 0 days ago)."
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,50411,10625,163,67,770,0,1,9254,0,1,Python,1085,0,11.5,1,3.0,active,"Repository in Python with very high popularity (50411 stars, 10625 forks). Maintained by a large community of 67 contributors, 770 total commits (11.5 per contributor). 0 releases, 163 open issues. It has CI/CD workflows, has a README of 9254 characters, no topics, and is licensed. The project is 3.0 years old and currently active (last push 0 days ago)."
netbox-community/netbox,https://github.com/netbox-community/netbox,20719,3026,228,350,15311,361,1,8870,11,1,Python,3742,0,43.7,1,10.3,active,"Repository in Python with very high popularity (20719 stars, 3026 forks). Maintained by a large community of 350 contributors, 15311 total commits (43.7 per contributor). 361 releases, 228 open issues. It has CI/CD workflows, has a README of 8870 characters, 11 topics, and is licensed. The project is 10.3 years old and currently active (last push 0 days ago)."
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,31762,1812,345,133,2375,215,1,22034,20,1,Python,1948,0,17.9,1,5.3,active,"Repository in Python with very high popularity (31762 stars, 1812 forks). Maintained by a large community of 133 contributors, 2375 total commits (17.9 per contributor). 215 releases, 345 open issues. It has CI/CD workflows, has a README of 22034 characters, 20 topics, and is licensed. The project is 5.3 years old and currently active (last push 0 days ago)."
AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,33399,2293,1187,278,4722,220,1,14453,16,1,Python,1268,0,17.0,1,3.5,active,"Repository in Python with very high popularity (33399 stars, 2293 forks). Maintained by a large community of 278 contributors, 4722 total commits (17.0 per contributor). 220 releases, 1187 open issues. It has CI/CD workflows, has a README of 14453 characters, 16 topics, and is licensed. The project is 3.5 years old and currently active (last push 0 days ago)."
goauthentik/authentik,https://github.com/goauthentik/authentik,21706,1617,1138,457,22253,341,1,4059,17,1,Python,2342,0,48.7,1,6.4,active,"Repository in Python with very high popularity (21706 stars, 1617 forks). Maintained by a large community of 457 contributors, 22253 total commits (48.7 per contributor). 341 releases, 1138 open issues. It has CI/CD workflows, has a README of 4059 characters, 17 topics, and is licensed. The project is 6.4 years old and currently active (last push 0 days ago)."
mem0ai/mem0,https://github.com/mem0ai/mem0,57075,6504,391,310,2219,326,1,11464,14,1,Python,1074,0,7.2,1,2.9,active,"Repository in Python with very high popularity (57075 stars, 6504 forks). Maintained by a large community of 310 contributors, 2219 total commits (7.2 per contributor). 326 releases, 391 open issues. It has CI/CD workflows, has a README of 11464 characters, 14 topics, and is licensed. The project is 2.9 years old and currently active (last push 0 days ago)."
saleor/saleor,https://github.com/saleor/saleor,22932,6035,249,259,22475,1499,1,9504,18,1,Python,4854,0,86.8,1,13.3,active,"Repository in Python with very high popularity (22932 stars, 6035 forks). Maintained by a large community of 259 contributors, 22475 total commits (86.8 per contributor). 1499 releases, 249 open issues. It has CI/CD workflows, has a README of 9504 characters, 18 topics, and is licensed. The project is 13.3 years old and currently active (last push 0 days ago)."
searxng/searxng,https://github.com/searxng/searxng,30841,2924,220,267,9437,0,1,2296,15,1,Python,1873,0,35.3,1,5.1,active,"Repository in Python with very high popularity (30841 stars, 2924 forks). Maintained by a large community of 267 contributors, 9437 total commits (35.3 per contributor). 0 releases, 220 open issues. It has CI/CD workflows, has a README of 2296 characters, 15 topics, and is licensed. The project is 5.1 years old and currently active (last push 0 days ago)."
emmabostian/developer-portfolios,https://github.com/emmabostian/developer-portfolios,23054,4576,4,458,5961,0,1,114093,0,0,Python,2450,0,13.0,1,6.7,active,"Repository in Python with very high popularity (23054 stars, 4576 forks). Maintained by a large community of 458 contributors, 5961 total commits (13.0 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 114093 characters, no topics, and is no license. The project is 6.7 years old and currently active (last push 0 days ago)."
NVIDIA/TransformerEngine,https://github.com/NVIDIA/TransformerEngine,3362,733,368,170,1854,32,1,25757,9,1,Python,1347,0,10.9,1,3.7,active,"Repository in Python with high popularity (3362 stars, 733 forks). Maintained by a large community of 170 contributors, 1854 total commits (10.9 per contributor). 32 releases, 368 open issues. It has CI/CD workflows, has a README of 25757 characters, 9 topics, and is licensed. The project is 3.7 years old and currently active (last push 0 days ago)."
alistaitsacle/free-llm-api-keys,https://github.com/alistaitsacle/free-llm-api-keys,1178,121,1,2,5396,0,0,120973,20,1,Python,67,0,2698.0,1,0.2,active,"Repository in Python with high popularity (1178 stars, 121 forks). Maintained by a small team of 2 contributors, 5396 total commits (2698.0 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 120973 characters, 20 topics, and is licensed. The project is 0.2 years old and currently active (last push 0 days ago)."
marin-community/marin,https://github.com/marin-community/marin,1019,119,569,82,8830,15,1,4885,0,1,Python,798,0,107.7,1,2.2,active,"Repository in Python with high popularity (1019 stars, 119 forks). Maintained by a large community of 82 contributors, 8830 total commits (107.7 per contributor). 15 releases, 569 open issues. It has CI/CD workflows, has a README of 4885 characters, no topics, and is licensed. The project is 2.2 years old and currently active (last push 0 days ago)."
youtubediscord/zapret,https://github.com/youtubediscord/zapret,1122,83,178,5,1093,2630,1,3747,10,0,Python,456,0,218.6,1,1.2,active,"Repository in Python with high popularity (1122 stars, 83 forks). Maintained by a small team of 5 contributors, 1093 total commits (218.6 per contributor). 2630 releases, 178 open issues. It has CI/CD workflows, has a README of 3747 characters, 10 topics, and is no license. The project is 1.2 years old and currently active (last push 0 days ago)."
karanhudia/borg-ui,https://github.com/karanhudia/borg-ui,1483,50,24,12,2106,157,1,8803,12,1,Python,291,0,175.5,1,0.8,active,"Repository in Python with high popularity (1483 stars, 50 forks). Maintained by a team of 12 contributors, 2106 total commits (175.5 per contributor). 157 releases, 24 open issues. It has CI/CD workflows, has a README of 8803 characters, 12 topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago)."
wiltodelta/remove-ai-watermarks,https://github.com/wiltodelta/remove-ai-watermarks,2683,224,5,4,112,20,1,29482,18,1,Python,65,0,28.0,1,0.2,active,"Repository in Python with high popularity (2683 stars, 224 forks). Maintained by a small team of 4 contributors, 112 total commits (28.0 per contributor). 20 releases, 5 open issues. It has CI/CD workflows, has a README of 29482 characters, 18 topics, and is licensed. The project is 0.2 years old and currently active (last push 0 days ago)."
Q00/ouroboros,https://github.com/Q00/ouroboros,4337,428,26,47,1486,87,1,25610,3,1,Python,135,0,31.6,1,0.4,active,"Repository in Python with high popularity (4337 stars, 428 forks). Maintained by a team of 47 contributors, 1486 total commits (31.6 per contributor). 87 releases, 26 open issues. It has CI/CD workflows, has a README of 25610 characters, 3 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago)."
caronc/apprise-api,https://github.com/caronc/apprise-api,1217,94,10,23,242,35,1,56729,10,1,Python,2406,0,10.5,1,6.6,active,"Repository in Python with high popularity (1217 stars, 94 forks). Maintained by a team of 23 contributors, 242 total commits (10.5 per contributor). 35 releases, 10 open issues. It has CI/CD workflows, has a README of 56729 characters, 10 topics, and is licensed. The project is 6.6 years old and currently active (last push 0 days ago)."
